,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1343824,1209367,100049,-5,88958.295,90000,0.0,0.0,0.0,0.0,4771.26,4790.34,164.34,87729.84,88958.295,88958.295,0.0,0,0.0,0.0,2.0,Active,0,0
1344320,1852787,100066,-6,0.0,9000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1347528,1489396,100006,-3,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1348978,1856124,100086,-4,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1358447,2137382,100042,-68,54106.29,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,51842.43,54106.29,54106.29,0.0,0,0.0,0.0,16.0,Active,0,0
1360039,1856124,100086,-24,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1371663,2833536,100067,-50,14195.745,45000,0.0,0.0,0.0,0.0,2250.0,4275.0,4275.0,13216.32,14195.745,14195.745,0.0,0,0.0,0.0,36.0,Active,0,0
1376246,2628319,100082,-3,0.0,0,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1376502,2038692,100013,-48,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,-274.32,-274.32,0.0,0,0.0,0.0,22.0,Active,0,0
1378716,2594025,100021,-16,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1378795,2628319,100082,-16,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1380364,1856124,100086,-49,55903.815,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,52862.22,55903.815,55903.815,0.0,0,0.0,0.0,32.0,Active,0,0
1382321,2038692,100013,-43,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1384907,1914954,100028,-8,0.0,225000,0.0,0.0,0.0,0.0,6438.33,6440.67,6440.67,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1389028,2621538,100036,-5,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1394723,1856124,100086,-55,76059.225,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,72547.92,76059.225,76059.225,0.0,0,0.0,0.0,26.0,Active,1,1
1396931,1472630,100047,-24,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1396951,2038692,100013,-32,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1399895,1489396,100006,-4,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1408390,1856124,100086,-13,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1409245,1596605,100075,-8,83920.365,225000,69750.0,69750.0,0.0,0.0,3512.205,96750.0,96750.0,65744.1,70335.54,70335.54,8.0,8,0.0,0.0,1.0,Active,0,0
1411429,2038692,100013,-94,0.0,157500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1416849,2038692,100013,-5,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1417099,1794209,100050,-3,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1423971,1856124,100086,-44,42026.94,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,39302.415,42026.94,42026.94,0.0,0,0.0,0.0,37.0,Active,0,0
1436930,1787234,100059,-3,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
1439762,1856124,100086,-79,118726.065,112500,0.0,0.0,0.0,0.0,5625.0,0.0,0.0,110072.925,118726.065,118726.065,0.0,0,0.0,0.0,2.0,Active,1,1
1441143,2833536,100067,-5,45465.75,45000,0.0,3149.01,0.0,3149.01,2250.0,2250.0,2250.0,44103.555,45465.75,45465.75,0.0,1,0.0,1.0,61.0,Active,0,0
1448863,1595956,100100,-67,85665.645,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,83012.58,85665.645,85665.645,0.0,0,0.0,0.0,27.0,Active,0,0
1456539,1472630,100047,-35,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1460388,1914954,100028,-5,0.0,225000,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1467354,1557583,100043,-15,3370.14,427500,0.0,0.0,0.0,0.0,16876.125,333000.0,316515.69,0.0,281.16,281.16,0.0,0,0.0,0.0,17.0,Active,0,0
1468527,2628319,100082,-44,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,-69.39,-69.39,0.0,0,0.0,0.0,30.0,Active,0,0
1472143,1060558,100048,-29,0.0,225000,0.0,100120.5,0.0,100120.5,10682.28,213750.0,213750.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,Active,0,0
1475005,1499902,100023,-9,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1477997,2621538,100036,-2,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1478336,2833536,100067,-8,43815.15,45000,0.0,4999.05,0.0,4999.05,2250.0,4500.0,4500.0,42475.05,43815.15,43815.15,0.0,3,0.0,3.0,58.0,Active,0,0
1483880,2038692,100013,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1490705,1060558,100048,-31,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1496386,1595956,100100,-4,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1498585,1914954,100028,-7,0.0,225000,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1500910,2137382,100042,-21,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1506677,2444847,100090,-12,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1506929,1557583,100043,-4,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1507292,1856124,100086,-78,111633.39,112500,0.0,0.0,0.0,0.0,5625.0,11250.0,11250.0,107476.065,113208.39,114783.39,0.0,0,0.0,0.0,3.0,Active,0,0
1510326,2137382,100042,-80,83201.625,90000,0.0,0.0,0.0,0.0,4500.0,7942.5,7942.5,80551.215,83201.625,83201.625,0.0,0,0.0,0.0,4.0,Active,0,0
1518410,1595956,100100,-60,68072.985,90000,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,62159.805,68072.985,68072.985,0.0,0,0.0,0.0,34.0,Active,1,1
1529987,2038692,100013,-22,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1531048,1060558,100048,-6,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1532089,2137382,100042,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1532521,2444847,100090,-17,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1533044,1499902,100023,-8,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1542150,2038692,100013,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1545182,1557583,100043,-5,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1545373,1856124,100086,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1547510,1595956,100100,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1550093,1595956,100100,-27,0.0,90000,0.0,0.0,0.0,0.0,269.46,752.805,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1553776,1595956,100100,-66,70343.415,90000,0.0,0.0,0.0,0.0,4500.0,18000.0,18000.0,67665.645,70343.415,70343.415,0.0,0,0.0,0.0,28.0,Active,0,0
1557323,1787234,100059,-10,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1557660,2137382,100042,-12,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1558584,1843384,100011,-20,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1561465,1914954,100028,-4,0.0,225000,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1565350,1595956,100100,-72,89274.33,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,86519.025,89274.33,89274.33,0.0,0,0.0,0.0,22.0,Active,0,0
1566113,1856124,100086,-73,107735.535,112500,0.0,0.0,0.0,0.0,5625.0,11250.0,11250.0,103525.425,109310.535,110885.535,0.0,0,0.0,0.0,8.0,Active,0,0
1572452,1843384,100011,-59,126455.04,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,121734.63,126455.04,126455.04,0.0,0,0.0,0.0,16.0,Active,0,0
1576136,2137382,100042,-22,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1580024,2137382,100042,-50,81327.78,90000,0.0,6851.25,0.0,6851.25,4500.0,9000.0,9000.0,78745.77,81327.78,81327.78,0.0,1,0.0,1.0,34.0,Active,0,0
1586370,1843384,100011,-50,85100.625,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,80959.455,85100.625,85100.625,0.0,0,0.0,0.0,25.0,Active,0,0
1588167,2137382,100042,-75,81658.35,90000,18000.0,18000.0,0.0,0.0,4500.0,13500.0,13500.0,77355.0,81658.35,81658.35,2.0,2,0.0,0.0,9.0,Active,0,0
1591237,1856124,100086,-5,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1591406,1557583,100043,-7,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1593367,2137382,100042,-15,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1595856,2137382,100042,-58,82817.37,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,80112.33,82817.37,82817.37,0.0,0,0.0,0.0,26.0,Active,0,0
1603470,2038692,100013,-84,0.0,157500,0.0,0.0,0.0,0.0,688.545,3210.75,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
1610235,1596605,100075,-2,195678.315,225000,56250.0,56250.0,0.0,0.0,7781.49,40513.905,40513.905,179915.535,187409.79,187409.79,4.0,4,0.0,0.0,7.0,Active,0,0
1611489,1472630,100047,-38,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1611635,2628319,100082,-37,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1612012,2833536,100067,-46,0.0,45000,0.0,0.0,0.0,0.0,67.5,235.845,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1612041,2137382,100042,-45,0.0,90000,0.0,0.0,0.0,0.0,763.965,796.815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1613569,1856124,100086,-84,0.0,112500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1620369,1565121,100083,-7,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1626848,2628319,100082,-9,0.0,0,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1629721,2833536,100067,-16,45117.18,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,43795.8,45117.18,45117.18,0.0,0,0.0,0.0,50.0,Active,0,0
1634011,1856124,100086,-11,0.0,45000,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1635133,1595956,100100,-6,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1635325,1691588,100077,-4,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1636141,1489396,100006,-6,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1642343,1852787,100066,-15,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1647327,2833536,100067,-82,45154.8,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,43772.175,45154.8,45154.8,0.0,0,0.0,0.0,4.0,Active,0,0
1651058,1595956,100100,-65,72852.84,90000,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,67665.645,72852.84,72852.84,0.0,0,0.0,0.0,29.0,Active,1,1
1652159,2833536,100067,-24,38495.295,45000,0.0,21105.0,0.0,21105.0,2250.0,8775.0,8775.0,37290.915,38495.295,38495.295,0.0,2,0.0,2.0,42.0,Active,0,0
1653399,2038692,100013,-92,0.0,157500,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1657673,1843384,100011,-26,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1659731,2038692,100013,-4,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1660670,1914954,100028,-2,24710.085,225000,0.0,15009.615,0.0,15009.615,11250.0,11250.0,11250.0,23981.445,24354.585,24354.585,0.0,9,0.0,9.0,34.0,Active,0,0
1663039,1557583,100043,-25,435861.585,427500,67500.0,67500.0,0.0,0.0,18361.17,18585.0,18585.0,416138.31,433170.585,433170.585,2.0,2,0.0,0.0,7.0,Active,0,0
1665713,1060558,100048,-25,102792.555,225000,0.0,0.0,0.0,0.0,6106.14,11250.0,11250.0,99622.485,103836.195,103836.195,0.0,0,0.0,0.0,5.0,Active,0,0
1677741,2628319,100082,-84,93557.25,135000,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,89396.19,93557.25,93557.25,0.0,0,0.0,0.0,4.0,Active,0,0
1686291,2137382,100042,-5,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1689810,2594025,100021,-4,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
1690522,2833536,100067,-76,37210.41,45000,0.0,0.0,0.0,0.0,2250.0,0.0,0.0,34744.995,37210.41,37210.41,0.0,0,0.0,0.0,10.0,Active,1,1
1693080,1060558,100048,-4,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1708520,1209367,100049,-3,132717.465,135000,36000.0,46220.445,0.0,10220.445,4531.725,6525.0,562.725,129781.44,131371.965,131371.965,2.0,12,0.0,10.0,4.0,Active,0,0
1711321,1856124,100086,-42,41631.3,112500,0.0,0.0,0.0,0.0,5625.0,0.0,0.0,36401.94,41631.3,41631.3,0.0,0,0.0,0.0,39.0,Active,1,1
1711651,1472630,100047,-6,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1717002,2038692,100013,-68,78138.135,157500,0.0,0.0,0.0,0.0,7875.0,31500.0,31500.0,74286.36,78138.135,78138.135,0.0,0,0.0,0.0,16.0,Active,0,0
1721964,2621538,100036,-6,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1725589,1565121,100083,-5,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1726716,2137382,100042,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1732855,1060558,100048,-11,0.0,225000,0.0,0.0,0.0,0.0,0.0,1458.27,1458.27,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1733625,1843384,100011,-29,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1738277,1852787,100066,-7,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1741949,2038692,100013,-19,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1751729,1595956,100100,-84,86385.69,90000,22500.0,22500.0,0.0,0.0,4500.0,4500.0,4500.0,83831.535,86385.69,86385.69,1.0,1,0.0,0.0,10.0,Active,0,0
1753940,1060558,100048,-28,31388.22,225000,0.0,47457.0,0.0,47457.0,5045.85,59850.0,59850.0,28673.64,32288.85,32288.85,0.0,1,0.0,1.0,2.0,Active,0,0
1763988,2137382,100042,-37,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1770434,1595956,100100,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1772748,2137382,100042,-25,0.0,90000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1778159,1852787,100066,-5,0.0,9000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1780193,2137382,100042,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1781481,2137382,100042,-63,76245.885,90000,0.0,0.0,0.0,0.0,4500.0,17685.0,17685.0,73689.12,76245.885,76245.885,0.0,0,0.0,0.0,21.0,Active,0,0
1782384,1595956,100100,-85,65831.535,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,63440.19,65831.535,65831.535,0.0,0,0.0,0.0,9.0,Active,0,0
1783058,2628319,100082,-36,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1786264,1914954,100028,-35,3448.485,225000,0.0,1891.17,0.0,1891.17,4764.825,4950.0,4950.0,2988.495,3448.485,3448.485,0.0,2,0.0,2.0,8.0,Active,0,0
1798417,2628319,100082,-34,0.0,135000,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1799116,2833536,100067,-77,36028.98,45000,0.0,0.0,0.0,0.0,2250.0,4500.0,4500.0,34744.995,36028.98,36028.98,0.0,0,0.0,0.0,9.0,Active,0,0
1804364,2137382,100042,-62,87803.865,90000,15750.0,15750.0,0.0,0.0,4500.0,9000.0,9000.0,82995.885,87803.865,87803.865,2.0,2,0.0,0.0,22.0,Active,0,0
1812567,2594025,100021,-13,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1828317,2137382,100042,-4,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1833029,1472630,100047,-13,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1835811,1914954,100028,-3,20221.83,225000,0.0,19867.5,0.0,19867.5,0.0,0.0,0.0,19866.33,19866.33,19866.33,0.0,9,0.0,9.0,33.0,Active,0,0
1840448,1472630,100047,-28,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1846738,2833536,100067,-83,46022.175,45000,1800.0,1800.0,0.0,0.0,2250.0,2250.0,2250.0,43992.315,46022.175,46022.175,1.0,1,0.0,0.0,3.0,Active,0,0
1846894,1557583,100043,-33,424364.085,427500,0.0,424364.085,0.0,424364.085,,,0.0,424364.085,424364.085,424364.085,0.0,10,0.0,10.0,,Active,0,0
1848151,1595956,100100,-31,48930.57,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,46765.125,48930.57,48930.57,0.0,0,0.0,0.0,54.0,Active,0,0
1872143,1843384,100011,-71,173901.915,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,168544.35,173901.915,173901.915,0.0,0,0.0,0.0,4.0,Active,0,0
1878700,1565121,100083,-25,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1889961,1595956,100100,-5,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1895726,1843384,100011,-66,154960.74,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,149878.845,154960.74,154960.74,0.0,0,0.0,0.0,9.0,Active,0,0
1907407,2833536,100067,-81,44259.255,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,42904.8,44259.255,44259.255,0.0,0,0.0,0.0,5.0,Active,0,0
1913241,1914954,100028,-25,13593.24,225000,0.0,13522.185,0.0,13522.185,6465.555,6750.0,6750.0,13237.74,13593.24,13593.24,0.0,5,0.0,5.0,16.0,Active,0,0
1913414,1557583,100043,-17,333135.135,427500,0.0,0.0,0.0,0.0,17702.145,18900.0,1634.355,327762.495,333135.135,333135.135,0.0,0,0.0,0.0,15.0,Active,0,0
1913553,1060558,100048,-20,150251.625,225000,0.0,0.0,0.0,0.0,8431.245,11250.0,11250.0,146124.63,151633.62,151633.62,0.0,0,0.0,0.0,10.0,Active,0,0
1917508,2038692,100013,-39,0.0,157500,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1918032,1856124,100086,-29,0.0,112500,0.0,0.0,0.0,0.0,67.5,482.04,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1920597,1595956,100100,-78,75325.365,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,72759.465,75325.365,75325.365,0.0,0,0.0,0.0,16.0,Active,0,0
1922063,1856124,100086,-23,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1923824,1843384,100011,-46,64806.705,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,60977.745,64806.705,64806.705,0.0,0,0.0,0.0,29.0,Active,0,0
1925248,1565121,100083,-13,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1927928,1595956,100100,-44,0.0,90000,0.0,0.0,0.0,0.0,0.0,320.13,0.0,0.0,-320.13,-320.13,0.0,0,0.0,0.0,43.0,Active,0,0
1942457,2038692,100013,-13,0.0,45000,0.0,0.0,0.0,0.0,0.0,274.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1946184,2137382,100042,-20,0.0,45000,0.0,0.0,0.0,0.0,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1961072,1856124,100086,-28,0.0,112500,0.0,0.0,0.0,0.0,0.0,414.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
1969000,1595956,100100,-13,0.0,45000,0.0,0.0,0.0,0.0,0.0,483.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,58.0,Active,0,0
1971205,1856124,100086,-30,67.5,112500,0.0,0.0,0.0,0.0,67.5,549.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0,Active,0,0
1972795,2594025,100021,-18,0.0,675000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1976456,2621538,100036,-3,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1979712,2628319,100082,-13,0.0,0,0.0,0.0,0.0,0.0,0.0,69.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
1983314,1595956,100100,-37,79753.995,90000,36000.0,36000.0,0.0,0.0,4500.0,9000.0,9000.0,75542.625,79753.995,79753.995,1.0,1,0.0,0.0,48.0,Active,0,0
1983876,2833536,100067,-44,0.0,45000,0.0,0.0,0.0,0.0,0.0,168.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1989610,1557583,100043,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1991199,1843384,100011,-23,0.0,180000,0.0,0.0,0.0,0.0,0.0,563.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1995975,1852787,100066,-13,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
