,SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1984102,1448742,100097,1.0,10,-68.0,-108.0,10080.72,10080.72
1986581,1046038,100084,1.0,5,-1981.0,-1978.0,14956.2,14949.0
1987504,2426800,100047,1.0,2,-1407.0,-1408.0,11117.7,11117.7
1989769,2038692,100013,0.0,57,-1718.0,-1718.0,274.32,274.32
1991778,1168900,100051,1.0,11,-225.0,-225.0,6887.16,6887.16
1992374,1950847,100061,1.0,2,-1512.0,-1531.0,6006.285,6006.285
1992679,2833536,100067,0.0,81,-617.0,-629.0,2250.0,2250.0
1995665,2570592,100073,1.0,14,-486.0,-478.0,55973.295,7143.93
1996041,1914954,100028,0.0,35,-727.0,-733.0,11250.0,3150.0
1996349,2754687,100067,1.0,4,-901.0,-902.0,9222.3,9222.3
1996756,2137382,100042,0.0,25,-2117.0,-2133.0,4500.0,4500.0
1996946,2137382,100042,0.0,76,-1355.0,-1355.0,32.85,32.85
1997581,2164190,100012,2.0,5,-682.0,-745.0,11057.535,11057.535
1997720,1811514,100027,1.0,12,-111.0,-116.0,21553.74,21553.74
1999668,2165375,100087,1.0,5,-552.0,-576.0,18734.805,18734.805
2000277,1361907,100073,1.0,20,-187.0,-185.0,19196.73,18686.385
2000381,1298935,100073,1.0,5,-2547.0,-2570.0,35996.4,35996.4
2001616,2570592,100073,1.0,30,-6.0,-6.0,54365.985,54365.985
2004439,2396755,100003,1.0,8,-2100.0,-2105.0,6737.31,6737.31
2005895,2492683,100043,1.0,12,-859.0,-897.0,10363.275,10363.275
2006606,1950709,100067,1.0,3,-502.0,-540.0,5166.72,5166.72
2007000,2257657,100088,1.0,4,-299.0,-314.0,25546.77,25546.77
2007860,1914954,100028,0.0,34,-768.0,-768.0,284.445,284.445
2008485,2190416,100006,1.0,2,-251.0,-256.0,29027.52,29027.52
2008645,1882178,100092,1.0,4,-2265.0,-2287.0,7062.975,7062.975
2009276,1185699,100043,1.0,1,-2380.0,-2389.0,5287.815,5287.815
2010781,1260276,100074,1.0,2,-2652.0,-2658.0,3995.595,3995.595
2011496,2137382,100042,0.0,74,-1356.0,-1386.0,763.965,763.965
2012084,2244872,100069,1.0,10,-1255.0,-1264.0,11628.18,11628.18
2013748,2628319,100082,0.0,41,-1901.0,-1901.0,226.89,226.89
2014630,2349489,100010,1.0,1,-1039.0,-1069.0,27463.41,27463.41
2016072,1315507,100093,1.0,7,-591.0,-645.0,3080.835,3080.835
2018329,2038692,100013,0.0,64,-1506.0,-1506.0,274.32,274.32
2018390,1330002,100069,2.0,6,-51.0,-53.0,26541.09,26541.09
2019380,1856124,100086,0.0,13,-2097.0,-2106.0,5625.0,5625.0
2020106,2216247,100094,1.0,5,-53.0,-114.0,4966.47,4966.47
2021211,2447872,100027,1.0,4,-674.0,-682.0,28077.57,28077.57
2021830,1843384,100011,0.0,32,-1287.0,-1290.0,9000.0,9000.0
2022458,2794143,100011,1.0,2,-1129.0,-1136.0,31295.25,31295.25
2023319,1102533,100100,1.0,5,-638.0,-665.0,13782.465,13782.465
2028585,1843384,100011,0.0,47,-920.0,-920.0,563.355,563.355
2028599,1642618,100071,1.0,1,-1023.0,-1036.0,60289.425,60289.425
2030737,2671884,100099,1.0,7,-590.0,-590.0,20329.11,20329.11
2031397,1595956,100100,0.0,25,-2343.0,-2362.0,4500.0,4500.0
2031794,2243829,100012,1.0,6,-1491.0,-1477.0,3012.075,981.225
2032593,2137382,100042,0.0,91,-898.0,-898.0,32.85,32.85
2032881,2396758,100100,1.0,4,-589.0,-621.0,35157.825,607.185
2035005,1198431,100035,1.0,8,-1518.0,-1523.0,12001.86,12001.86
2036559,1914954,100028,0.0,5,-1244.0,-1244.0,178.2,178.2
2036716,2492683,100043,1.0,8,-979.0,-996.0,10363.275,10363.275
2037744,2708182,100093,1.0,1,-466.0,-476.0,8174.205,8174.205
2037782,2833536,100067,0.0,53,-1377.0,-1377.0,168.345,168.345
2038310,2088496,100044,1.0,7,-2149.0,-2190.0,22962.33,22962.33
2038643,2227125,100009,1.0,6,-124.0,-134.0,8819.955,8819.955
2038702,1826250,100056,2.0,5,-2470.0,-2470.0,100985.535,100985.535
2039009,2137382,100042,0.0,97,-716.0,-716.0,32.85,32.85
2042567,1874778,100056,1.0,48,-726.0,-738.0,21678.705,21678.705
2043197,2525901,100093,1.0,4,-2177.0,-2183.0,8002.575,8002.575
2046262,1560053,100049,1.0,10,-2125.0,-2128.0,4543.11,4543.11
2047186,2137382,100042,0.0,85,-1081.0,-1081.0,32.85,32.85
2050825,2063227,100044,1.0,7,-1312.0,-1319.0,29545.2,29545.2
2053660,1685712,100092,1.0,11,-2651.0,-2659.0,8496.405,8496.405
2053874,1940724,100007,1.0,11,-776.0,-777.0,22678.785,22678.785
2053900,1389495,100072,1.0,3,-786.0,-784.0,17451.135,603.405
2054597,2833536,100067,0.0,94,-374.0,-392.0,2250.0,2250.0
2054625,1595956,100100,0.0,72,-1243.0,-1243.0,47250.0,47250.0
2054677,2038692,100013,0.0,113,-14.0,-14.0,274.32,274.32
2055673,1168900,100051,1.0,4,-435.0,-450.0,6887.16,6887.16
2055823,1677977,100078,1.0,9,-1012.0,-1013.0,19548.81,19548.81
2056485,1137041,100044,1.0,18,-2060.0,-2039.0,11882.97,6014.07
2056609,1845713,100040,1.0,4,-2840.0,-2840.0,5839.695,5839.695
2057771,1914954,100028,0.0,28,-866.0,-866.0,168.705,168.705
2058742,2454202,100023,1.0,1,-232.0,-249.0,16822.44,16822.44
2061124,2088496,100044,1.0,17,-1849.0,-1850.0,22962.33,22962.33
2061698,1451119,100075,1.0,5,-629.0,-643.0,12630.15,12630.15
2061762,2037234,100033,1.0,5,-698.0,-742.0,5542.92,114.3
2061876,1384551,100057,1.0,3,-1085.0,-1088.0,6357.24,6357.24
2061877,1856124,100086,0.0,45,-1124.0,-1137.0,5625.0,5625.0
2063041,2628319,100082,0.0,95,-225.0,-225.0,69.39,69.39
2063837,2628319,100082,0.0,47,-1809.0,-1809.0,24.39,24.39
2063916,1112703,100009,1.0,7,-1351.0,-1354.0,9845.01,9845.01
2064166,1231722,100083,1.0,2,-738.0,-749.0,11915.1,11915.1
2064284,2203713,100080,2.0,33,-16.0,-29.0,19538.19,19538.19
2064474,1108226,100073,1.0,8,-2144.0,-2139.0,20143.98,19637.955
2066913,2421381,100009,1.0,5,-675.0,-684.0,7435.845,7435.845
2069974,1461079,100014,1.0,3,-753.0,-760.0,11567.475,11567.475
2070857,1843384,100011,0.0,57,-614.0,-614.0,563.355,563.355
2072490,1345069,100079,2.0,2,-601.0,-607.0,25577.28,36004.14
2072491,1345069,100079,1.0,2,-601.0,-607.0,10426.86,36004.14
2073315,1709863,100036,1.0,2,-335.0,-372.0,6551.415,6551.415
2075014,1102586,100084,2.0,5,-865.0,-865.0,7422.615,7422.615
2075033,1856124,100086,0.0,25,-1732.0,-1715.0,5625.0,5625.0
2075236,1595956,100100,0.0,116,-182.0,-182.0,483.345,483.345
2076415,1670175,100035,1.0,18,-887.0,-886.0,22821.66,22821.66
2077470,1950709,100067,1.0,1,-562.0,-568.0,5166.72,5166.72
2079446,1914954,100028,0.0,71,-136.0,-136.0,1.17,1.17
2079499,1516108,100044,1.0,3,-288.0,-297.0,8565.705,8565.705
2080090,1914954,100028,0.0,40,-635.0,-636.0,9150.3,4650.3
2080384,2425354,100035,1.0,12,-827.0,-825.0,18125.235,17851.5
2082218,2037234,100033,5.0,104,-626.0,-553.0,281.205,281.205
2082622,1294812,100020,1.0,1,-441.0,-448.0,8779.77,8779.77
2082680,1677977,100078,1.0,22,-622.0,-622.0,19548.81,19548.81
2082953,2833536,100067,0.0,104,-242.0,-242.0,2250.0,2250.0
2083040,2462742,100007,1.0,2,-1706.0,-1709.0,3601.53,3601.53
2084062,1677977,100078,1.0,10,-982.0,-983.0,19548.81,19548.81
2084853,2349489,100010,1.0,10,-769.0,-774.0,27321.39,27321.39
2085053,1874778,100056,1.0,20,-1566.0,-1591.0,21678.705,45.675
2086446,1597345,100016,1.0,4,-2842.0,-2849.0,4886.505,4886.505
2087770,1595956,100100,0.0,100,-669.0,-669.0,483.345,483.345
2087771,1595956,100100,0.0,109,-394.0,-394.0,483.345,483.345
2087854,1677978,100078,1.0,8,-2572.0,-2574.0,9441.54,9441.54
2088532,1108870,100013,1.0,1,-242.0,-248.0,4742.415,4742.415
2090535,2570592,100073,1.0,7,-696.0,-694.0,55973.295,55945.755
2092155,2007057,100009,1.0,4,-187.0,-194.0,7500.735,7500.735
2092229,1914954,100028,0.0,30,-812.0,-812.0,89.91,89.91
2092645,1231722,100083,1.0,7,-588.0,-601.0,11915.1,11915.1
2094268,2704445,100018,1.0,2,-925.0,-930.0,94906.035,94906.035
2094464,1595956,100100,0.0,79,-1107.0,-1107.0,4500.0,4500.0
2094571,2137382,100042,0.0,19,-2209.0,-2224.0,4500.0,4500.0
2095378,1684441,100077,1.0,1,-265.0,-268.0,48913.245,48913.245
2097109,1251951,100018,1.0,1,-149.0,-170.0,4180.365,4180.365
2097487,1125423,100042,1.0,7,-2539.0,-2554.0,10602.45,10602.45
2097918,2256622,100054,1.0,11,-145.0,-153.0,8896.23,8896.23
2101036,2244872,100069,1.0,11,-1225.0,-1232.0,11628.18,11628.18
2101489,1595956,100100,0.0,4,-2771.0,-2779.0,4500.0,4500.0
2101859,2572058,100053,2.0,10,-349.0,-350.0,99488.34,99488.34
2102590,1677978,100078,1.0,9,-2542.0,-2541.0,9441.54,9441.54
2103132,2037234,100033,4.0,103,-632.0,-553.0,281.205,281.205
2104051,2833536,100067,0.0,114,-40.0,-60.0,2250.0,2250.0
2104859,1294812,100020,1.0,4,-351.0,-351.0,8779.77,8779.77
2104929,2055750,100070,1.0,5,-1217.0,-1257.0,13879.26,147.96
2105227,1528842,100061,3.0,12,-437.0,-436.0,34431.48,34431.48
2106219,1461079,100014,1.0,6,-663.0,-661.0,11567.475,10454.85
2106267,2570592,100073,1.0,6,-726.0,-726.0,55973.295,45092.565
2110167,2829726,100028,1.0,2,-1743.0,-1752.0,6028.02,6028.02
2111353,2833536,100067,0.0,1,-2604.0,-2604.0,2250.0,2250.0
2112581,1137041,100044,1.0,4,-2480.0,-2494.0,12088.8,12088.8
2114076,1251047,100016,1.0,13,-657.0,-634.0,14480.46,3.96
2115816,2088496,100044,1.0,2,-2299.0,-2341.0,22962.33,22962.33
2115829,2038692,100013,0.0,28,-2298.0,-2325.0,1140.93,1140.93
2116440,2137382,100042,0.0,2,-2526.0,-2526.0,4387.5,4387.5
2118262,2038692,100013,0.0,73,-1230.0,-1230.0,274.32,274.32
2118507,2137382,100042,0.0,45,-1825.0,-1825.0,4500.0,4500.0
2118581,2613879,100008,1.0,5,-489.0,-499.0,25309.575,25309.575
2118604,1596605,100075,0.0,25,-34.0,-34.0,49283.82,49283.82
2118913,1786951,100090,1.0,7,-743.0,-745.0,7543.8,7543.8
2119496,1843384,100011,0.0,64,-402.0,-402.0,563.355,563.355
2119811,1596605,100075,0.0,13,-156.0,-156.0,38925.0,38925.0
2120066,1189316,100025,1.0,15,-1249.0,-1242.0,23833.575,23830.65
2122924,1914954,100028,0.0,64,-270.0,-271.0,7855.11,2250.0
2124705,1387636,100092,1.0,12,-1001.0,-985.0,2478.015,2478.015
2124859,1595956,100100,0.0,52,-1689.0,-1689.0,360.0,360.0
2126660,2746640,100084,1.0,5,-1324.0,-1326.0,16486.425,16486.425
2128492,1528842,100061,2.0,1,-767.0,-773.0,225063.81,274283.55
2128493,1528842,100061,1.0,1,-767.0,-773.0,49219.74,274283.55
2128522,1239349,100025,1.0,2,-828.0,-828.0,39798.99,39798.99
2130003,1684441,100077,2.0,4,-175.0,-194.0,48782.745,48782.745
2130029,2604720,100035,1.0,1,-788.0,-784.0,15499.125,15125.625
2133240,1025031,100078,1.0,15,-1144.0,-1154.0,11508.3,11508.3
2135466,1585092,100089,1.0,5,-1641.0,-1637.0,13657.455,13657.275
2135657,1194857,100061,1.0,12,-349.0,-357.0,44223.12,44223.12
2137156,2662898,100029,1.0,1,-293.0,-313.0,22891.68,22891.68
2137414,1856124,100086,0.0,77,-331.0,-331.0,414.54,414.54
2137606,1060558,100048,0.0,48,-75.0,-75.0,1458.27,1458.27
2138005,1209367,100049,0.0,7,-134.0,-134.0,164.34,164.34
2139513,1125423,100042,1.0,6,-2569.0,-2582.0,10602.45,10602.45
2139776,1060558,100048,0.0,45,-167.0,-167.0,1458.27,1458.27
2143120,2244872,100069,1.0,6,-1375.0,-1385.0,11628.18,11628.18
2144879,1038818,100002,1.0,1,-565.0,-587.0,9251.775,9251.775
2145528,1950847,100061,1.0,10,-1272.0,-1312.0,6006.285,145.935
2146161,2444845,100090,8.0,4,-112.0,-121.0,16612.605,27000.0
2146162,2444845,100090,7.0,4,-112.0,-121.0,10387.395,27000.0
2147492,1461368,100040,1.0,20,-437.0,-443.0,18984.24,18984.24
2147823,1025031,100078,1.0,28,-754.0,-754.0,11508.3,11508.3
2148239,2055750,100070,1.0,7,-1157.0,-1167.0,13879.26,13879.26
2148901,1973524,100021,1.0,6,-2622.0,-2609.0,2705.76,2705.76
2149217,2088496,100044,1.0,15,-1909.0,-1910.0,22962.33,22962.33
2149247,2833536,100067,0.0,113,-91.0,-91.0,2250.0,2250.0
2150753,2551852,100066,1.0,3,-558.0,-569.0,10729.44,10729.44
2151128,1168900,100051,1.0,13,-165.0,-168.0,6887.16,6887.16
2152455,1514918,100049,1.0,6,-1300.0,-1298.0,5791.725,2800.35
2152479,2614080,100092,1.0,3,-663.0,-669.0,5197.005,5197.005
2154222,1642618,100071,1.0,9,-783.0,-795.0,60289.425,60289.425
2157016,2038692,100013,0.0,52,-1871.0,-1871.0,274.32,274.32
2160197,1856124,100086,0.0,67,-635.0,-635.0,414.54,414.54
2163032,1038818,100002,1.0,2,-535.0,-562.0,9251.775,9251.775
2163097,1223113,100046,1.0,3,-449.0,-449.0,28390.635,28390.635
2163598,1194857,100061,1.0,6,-529.0,-552.0,44223.12,44223.12
2165858,1595956,100100,0.0,3,-2801.0,-2804.0,4500.0,4500.0
2166248,1168900,100051,1.0,5,-405.0,-422.0,6887.16,6887.16
2168620,1548007,100061,1.0,4,-1101.0,-1108.0,26472.24,26472.24
2169037,1843384,100011,0.0,2,-2199.0,-2211.0,9000.0,9000.0
2169525,1189316,100025,1.0,5,-1549.0,-1550.0,23833.575,23833.575
2169720,1025031,100078,1.0,42,-334.0,-335.0,11109.825,11109.825
2169790,1334240,100037,2.0,5,-1551.0,-1580.0,35172.135,35172.135
2170583,1210487,100082,1.0,4,-2751.0,-2781.0,8154.675,8154.675
2170866,1595956,100100,0.0,101,-639.0,-639.0,483.345,483.345
2171905,2833536,100067,0.0,63,-1073.0,-1073.0,168.345,168.345
2173029,2038692,100013,0.0,34,-2175.0,-2175.0,870.3,870.3
2173403,2572058,100053,1.0,7,-439.0,-441.0,9636.705,9636.705
2173515,1786951,100090,1.0,3,-863.0,-864.0,7543.8,7543.8
2173607,2094741,100059,2.0,2,-431.0,-453.0,233238.06,233238.06
2175634,1315507,100093,1.0,5,-651.0,-705.0,3080.835,3080.835
2175913,1042128,100040,1.0,4,-2898.0,-2888.0,4831.92,4781.835
2177918,1865796,100013,1.0,2,-1919.0,-1953.0,6538.185,6538.185
2178308,1597345,100016,1.0,3,-2872.0,-2881.0,4886.505,4886.505
2178337,2378725,100078,1.0,4,-796.0,-796.0,24345.855,24345.855
2180591,1461079,100014,1.0,12,-483.0,-480.0,11547.27,8514.495
2181803,2613879,100008,2.0,8,-399.0,-410.0,432218.295,432218.295
2181910,2037234,100033,1.0,8,-608.0,-611.0,5542.92,3375.54
2183323,1670175,100035,1.0,6,-1247.0,-1250.0,22857.75,22857.75
2183782,2088496,100044,1.0,16,-1879.0,-1884.0,22962.33,22962.33
2185045,1025031,100078,1.0,38,-454.0,-454.0,11508.3,11508.3
2186177,1955764,100064,1.0,12,-247.0,-233.0,2144.61,1895.04
2188051,1940724,100007,1.0,4,-986.0,-987.0,22678.785,22678.785
2188058,2137382,100042,0.0,35,-1964.0,-1994.0,4078.8,4078.8
2189434,2467922,100069,1.0,12,-843.0,-844.0,16953.39,16953.39
2191361,1595956,100100,0.0,23,-2374.0,-2390.0,4500.0,4500.0
2192875,1060558,100048,0.0,18,-670.0,-670.0,4569.795,4569.795
2193676,1856124,100086,0.0,44,-1155.0,-1165.0,5625.0,5625.0
2193827,2055750,100070,1.0,12,-1007.0,-1044.0,13879.26,575.64
2194912,1585092,100089,1.0,7,-1581.0,-1616.0,13657.455,1777.77
2195406,2052027,100045,2.0,21,-387.0,-387.0,50444.73,50444.73
2197042,1709863,100036,1.0,11,-65.0,-76.0,6551.415,6551.415
2197287,2824473,100016,1.0,6,-1145.0,-1155.0,7124.04,7124.04
2199062,2396758,100100,1.0,23,-19.0,-21.0,35157.825,35157.825
2201699,2378725,100078,1.0,12,-556.0,-558.0,24345.855,24345.855
2201984,2636178,100003,1.0,6,-647.0,-661.0,64275.615,64275.615
2202520,2444845,100090,12.0,6,-52.0,-60.0,17642.79,27000.0
2202521,2444845,100090,11.0,6,-52.0,-60.0,9357.21,27000.0
2203045,2628319,100082,0.0,57,-1383.0,-1383.0,69.39,69.39
2206017,1560053,100049,1.0,9,-2155.0,-2158.0,4543.11,4543.11
2206025,1251951,100018,1.0,4,-59.0,-67.0,4180.365,4180.365
2207392,1595956,100100,0.0,33,-2162.0,-2172.0,4500.0,4500.0
2209076,2829726,100028,2.0,5,-1653.0,-1659.0,5897.52,5897.52
2209457,2314167,100045,1.0,1,-1838.0,-1849.0,8334.405,8334.405
2211083,1548007,100061,1.0,8,-981.0,-995.0,26472.24,26472.24
2214020,1636219,100056,3.0,12,-2462.0,-2462.0,168149.79,168149.79
2218605,1914954,100028,0.0,18,-1030.0,-1030.0,1051.515,1051.515
2220022,1176822,100018,1.0,4,-1523.0,-1525.0,48759.525,48759.525
2220440,2833536,100067,0.0,61,-1134.0,-1134.0,168.345,168.345
2220568,2396758,100100,1.0,9,-439.0,-441.0,35157.825,35157.825
2223303,2447872,100027,1.0,5,-644.0,-652.0,28077.57,28077.57
2223782,2165375,100087,1.0,1,-672.0,-683.0,18734.805,18734.805
2225702,1748547,100062,1.0,7,-85.0,-90.0,29745.0,29745.0
2226591,2203713,100080,1.0,9,-736.0,-737.0,19668.69,19668.69
2226632,1025031,100078,1.0,4,-1474.0,-1475.0,11508.3,11508.3
2227376,2137382,100042,0.0,107,-412.0,-412.0,32.85,32.85
2227489,2038692,100013,0.0,79,-1048.0,-1048.0,274.32,274.32
2228527,2038692,100013,0.0,80,-1017.0,-1017.0,274.32,274.32
2228548,2833536,100067,0.0,25,-2017.0,-2021.0,2250.0,2250.0
2229084,1028761,100080,1.0,5,-1204.0,-1205.0,6084.495,6084.495
2231500,2628319,100082,0.0,49,-1718.0,-1518.0,67.5,67.5
2232298,1643959,100042,1.0,7,-1721.0,-1721.0,18619.245,18619.245
2240343,1194857,100061,1.0,11,-379.0,-422.0,44223.12,44223.12
2240791,2327930,100038,1.0,5,-667.0,-679.0,11100.6,11100.6
2241883,2164190,100012,2.0,9,-562.0,-601.0,11057.535,11057.535
2242476,2063227,100044,1.0,8,-1282.0,-1290.0,29545.2,29545.2
2248335,2137382,100042,0.0,86,-1051.0,-1051.0,32.85,32.85
2248509,1914954,100028,0.0,49,-513.0,-513.0,11250.0,11250.0
2248562,2754687,100067,1.0,8,-781.0,-785.0,9222.3,9222.3
2249667,1060558,100048,0.0,41,-289.0,-289.0,1458.27,1458.27
2252133,1209367,100049,0.0,5,-167.0,-167.0,178.74,178.74
2254137,1594297,100013,1.0,8,-616.0,-616.0,23153.985,23153.985
2255791,2137382,100042,0.0,75,-1386.0,-1386.0,32.85,32.85
2258518,2628319,100082,0.0,44,-1810.0,-1839.0,67.5,67.5
2258852,2542713,100068,1.0,4,-41.0,-51.0,7761.465,7761.465
2259074,2203713,100080,2.0,24,-286.0,-286.0,19538.19,19538.19
2259140,1210487,100082,1.0,1,-2841.0,-2855.0,8154.675,8154.675
2259210,1843384,100011,0.0,12,-1895.0,-1905.0,9000.0,9000.0
2261889,2747908,100092,1.0,5,-2073.0,-2077.0,3492.675,3492.675
2262716,2038692,100013,0.0,53,-1840.0,-1840.0,274.32,274.32
2265246,1168900,100051,1.0,18,-15.0,-15.0,6887.16,6887.16
2265970,2349489,100010,1.0,8,-829.0,-840.0,27463.41,27463.41
2266038,1683048,100080,1.0,6,-1532.0,-1531.0,8669.385,8669.385
2267120,1874778,100056,1.0,11,-1836.0,-1864.0,21678.705,45.675
2267518,1843384,100011,0.0,13,-1864.0,-1875.0,9000.0,9000.0
2269601,1594297,100013,1.0,7,-646.0,-647.0,23153.985,23153.985
2269874,2164190,100012,2.0,7,-622.0,-712.0,11057.535,11057.535
2272701,1940724,100007,1.0,1,-1076.0,-1074.0,22678.785,22655.655
2272883,1856124,100086,0.0,29,-1611.0,-1598.0,5625.0,5625.0
2272956,1950847,100061,1.0,7,-1362.0,-1364.0,6006.285,6006.285
2273048,2055750,100070,1.0,4,-1247.0,-1257.0,13879.26,13879.26
2273466,2305060,100041,1.0,12,-1147.0,-1163.0,7306.65,7176.285
2274133,2415992,100093,1.0,3,-1943.0,-1951.0,2449.215,2449.215
2274414,2651825,100071,2.0,18,-1031.0,-1053.0,69051.33,69051.33
2275007,1843384,100011,0.0,25,-1499.0,-1503.0,9000.0,9000.0
2275652,2038692,100013,0.0,102,-349.0,-349.0,274.32,274.32
2280700,1025031,100078,1.0,8,-1354.0,-1358.0,11508.3,11508.3
2281123,2203713,100080,2.0,23,-316.0,-318.0,19538.19,19538.19
2282128,1865796,100013,1.0,5,-1829.0,-1867.0,6538.185,6538.185
2282365,1284590,100063,1.0,2,-395.0,-400.0,12637.845,12637.845
2282585,2038692,100013,0.0,3,-2663.0,-2674.0,7875.0,7875.0
2282722,1008517,100066,1.0,5,-678.0,-687.0,7589.925,7589.925
2283064,2824473,100016,1.0,16,-845.0,-844.0,7124.04,7124.04
2285174,1595956,100100,0.0,48,-1766.0,-1752.0,4500.0,4500.0
2285848,1361907,100073,1.0,16,-307.0,-306.0,19196.73,19196.73
2285891,2055750,100070,1.0,5,-1217.0,-1201.0,13879.26,13731.3
2285995,2746640,100084,1.0,8,-1234.0,-1264.0,16486.425,443.025
2286726,2299329,100006,1.0,1,-545.0,-575.0,2482.92,2482.92
2287615,1843384,100011,0.0,43,-1042.0,-1042.0,563.355,563.355
2288364,2824473,100016,1.0,22,-665.0,-667.0,7124.04,7124.04
2289480,2833536,100067,0.0,36,-1682.0,-1692.0,2250.0,2250.0
2289558,2671884,100099,1.0,12,-440.0,-450.0,20191.59,20191.59
2290173,2164190,100012,1.0,1,-802.0,-832.0,11188.035,11188.035
2290557,1595956,100100,0.0,10,-2679.0,-2689.0,4500.0,4500.0
2290558,1595956,100100,0.0,78,-1095.0,-1107.0,4500.0,4500.0
2290741,1260276,100074,1.0,3,-2622.0,-2629.0,3995.595,3995.595
2290930,2378725,100078,1.0,5,-766.0,-767.0,24345.855,24345.855
2291330,1413109,100009,1.0,7,-238.0,-254.0,8996.76,8996.76
2292774,1387636,100092,1.0,5,-1211.0,-1265.0,2511.225,2511.225
2292801,2628319,100082,0.0,83,-590.0,-590.0,69.39,69.39
2293382,1231722,100083,1.0,5,-648.0,-658.0,11915.1,11915.1
2296615,1955764,100064,1.0,6,-427.0,-403.0,2144.61,578.16
2299210,1496284,100039,1.0,2,-2337.0,-2337.0,4450.68,4450.68
2299971,1485871,100021,1.0,2,-535.0,-549.0,4992.03,4992.03
2300148,2833536,100067,0.0,97,-313.0,-343.0,522.495,522.495
2301092,1914954,100028,0.0,58,-362.0,-359.0,8772.525,267.525
2301764,1907290,100008,1.0,4,-2209.0,-2218.0,12144.285,12144.285
2304872,2339761,100063,1.0,17,-243.0,-242.0,24650.1,2551.275
2305272,1885254,100059,1.0,4,-206.0,-224.0,16294.5,16294.5
2306829,2628319,100082,0.0,48,-1749.0,-1518.0,67.5,43.11
2310419,1251047,100016,1.0,6,-867.0,-879.0,14480.46,14476.5
2310972,2339761,100063,1.0,3,-663.0,-662.0,24650.1,2451.735
2314316,2628319,100082,0.0,30,-2114.0,-2136.0,6750.0,6750.0
2318022,1560053,100049,1.0,7,-2215.0,-2221.0,4543.11,4543.11
2318944,1595956,100100,0.0,31,-2221.0,-2241.0,4500.0,4500.0
2319846,2614080,100092,1.0,1,-723.0,-735.0,5197.005,5197.005
2320107,2662898,100029,1.0,3,-233.0,-256.0,22891.68,22891.68
2321759,1362017,100069,1.0,2,-626.0,-632.0,13345.695,13345.695
2322022,1874778,100056,1.0,13,-1776.0,-1800.0,21678.705,45.675
2322148,1108226,100073,1.0,3,-2294.0,-2299.0,20143.98,20143.98
2322295,1210487,100082,1.0,2,-2811.0,-2845.0,8154.675,8154.675
2324558,2824473,100016,1.0,19,-755.0,-758.0,7124.04,7124.04
2326127,2833536,100067,0.0,59,-1195.0,-1195.0,168.345,168.345
2328091,1940724,100007,1.0,1,-1076.0,-1106.0,22678.785,23.13
2329160,2542713,100068,1.0,3,-71.0,-83.0,7761.465,7761.465
2329269,1843384,100011,0.0,20,-1652.0,-1661.0,9000.0,9000.0
2332519,2378725,100078,1.0,15,-466.0,-466.0,24345.855,24345.855
2333215,2535181,100042,2.0,1,-649.0,-654.0,1082512.575,1082512.575
2335853,1461368,100040,1.0,3,-947.0,-941.0,18984.24,18981.72
2337878,2803221,100045,1.0,5,-1340.0,-1338.0,9011.61,8207.595
2339065,2038692,100013,0.0,82,-956.0,-956.0,274.32,274.32
2339087,2833536,100067,0.0,5,-2473.0,-2476.0,2250.0,2250.0
2339188,2164190,100012,2.0,17,-322.0,-327.0,11057.535,11057.535
2339520,1748547,100062,1.0,9,-25.0,-44.0,29745.0,29745.0
2341145,2244872,100069,1.0,8,-1315.0,-1323.0,11628.18,11628.18
2341550,1596605,100075,0.0,21,-55.0,-63.0,7781.49,7781.49
2341612,1361907,100073,1.0,11,-457.0,-456.0,19196.73,19196.73
2343060,2007057,100009,1.0,1,-277.0,-285.0,7500.735,7500.735
2343337,1843384,100011,0.0,73,-129.0,-129.0,563.355,563.355
2343340,2628319,100082,0.0,97,-166.0,-166.0,69.39,69.39
2343360,2052027,100045,2.0,7,-807.0,-809.0,50444.73,50444.73
2343361,1642618,100071,1.0,6,-873.0,-885.0,60289.425,60289.425
2351355,1907290,100008,1.0,9,-2059.0,-2064.0,12144.285,12144.285
2351441,1271192,100025,1.0,6,-1879.0,-1909.0,7123.185,7123.185
2351491,2038692,100013,0.0,36,-2126.0,-2126.0,14625.0,14625.0
2351508,2833536,100067,0.0,62,-1103.0,-1103.0,168.345,168.345
2352472,1597345,100016,1.0,9,-2692.0,-2692.0,4886.505,4886.505
2353295,2038692,100013,0.0,110,-106.0,-106.0,274.32,274.32
2353605,1596605,100075,0.0,16,-117.0,-125.0,9342.36,9342.36
2354792,1786951,100090,1.0,9,-683.0,-683.0,7543.8,7543.8
2355799,2746640,100084,1.0,7,-1264.0,-1264.0,16486.425,16486.425
2356001,1514918,100049,1.0,2,-1420.0,-1430.0,5791.725,5791.725
2357106,1914954,100028,0.0,61,-331.0,-331.0,11250.0,11250.0
2357201,2672015,100090,1.0,19,-526.0,-528.0,5859.18,5859.18
2357647,1874778,100056,1.0,50,-666.0,-674.0,21678.705,21678.705
2358087,1950528,100087,1.0,1,-1199.0,-1211.0,7485.615,7485.615
2358618,1907290,100008,1.0,10,-2029.0,-712.0,11986.155,227.16
